440157202738069504	?	O
430851086551756800	@PMGA_	O
430851086551756800	@mememecaigo	O
430851086551756800	JAJAJAJAA	O
430851086551756800	no	O
430851086551756800	puedo	O
430851086551756800	parar	O
430851086551756800	de	O
430851086551756800	escucharla	O
430851086551756800	!	O
430851086551756800	me	O
430851086551756800	da	O
430851086551756800	tanta	O
430851086551756800	pavera	O
430851086551756800	"	O
430851086551756800	WITH	O
430851086551756800	A	O
430851086551756800	STRIPPER	O
430851086551756800	HOE	O
430851086551756800	NAMED	O
430851086551756800	DIAMOND	O
430851086551756800	"	O
